;text;label
5015;поставь расширенный комфорт+;tariff_change
5016;хочу топовый комфорт плюс;tariff_change
5017;сделай самый высокий — комфорт плюс;tariff_change
5018;перейди в комфорт+ класс;tariff_change
5019;уровень выше: комфорт+;tariff_change
5020;давайте комфорт+ вариант;tariff_change
5021;активируй расширенный класс комфорт плюс;tariff_change
5022;подруби комфорт+ режим;tariff_change
5023;обнови до комфорт плюс;tariff_change
5024;смени тариф на комфорт плюс улучшенный;tariff_change
5025;повысь до комфорт+;tariff_change
5026;комфорт плюс подключить;tariff_change
5027;переключаемся в комфорт плюс;tariff_change
5028;запусти класс комфорт+;tariff_change
5029;настрой на комфорт плюс;tariff_change
5030;повышаю тариф до комфорт+;tariff_change
5031;снизь тариф;tariff_change
5032;опусти цену;tariff_change
5033;уменьши стоимость поездки;tariff_change
5034;сделай подешевле тариф;tariff_change
5035;понизить класс обслуживания;tariff_change
5036;бюджетный тариф включи;tariff_change
5037;дешевле надо;tariff_change
5038;хочу тариф пониже;tariff_change
5039;улучши класс обслуживания;tariff_change
5040;подними уровень тарифа;tariff_change
5041;давай покруче класс;tariff_change
5042;сделай уровень выше;tariff_change
5043;тариф попроще включи;tariff_change
5044;переключи на тариф попроще;tariff_change
5045;ступенькой ниже сделай;tariff_change
5046;шагом вверх тариф;tariff_change
5047;перейди на ступень выше;tariff_change
5048;хочу поднять тариф;tariff_change
5049;требуется тариф подешевле;tariff_change
5050;давай уровень пониже;tariff_change
5051;выбираю комфорт;tariff_change
5052;беру комфорт;tariff_change
5053;ставлю комфорт;tariff_change
5054;включаю комфорт;tariff_change
5055;активирую комфорт;tariff_change
5056;устанавливаю комфорт;tariff_change
5057;настраиваю комфорт;tariff_change
5058;подключаю комфорт;tariff_change
5059;запускаю комфорт;tariff_change
5060;стартую на комфорт;tariff_change
5061;начинаю с комфорт;tariff_change
5062;иду на комфорт;tariff_change
5063;лечу на комфорт;tariff_change
5064;качу на комфорт;tariff_change
5065;рулю на комфорт;tariff_change
5066;катаюсь на комфорт;tariff_change
5067;тружусь на комфорт;tariff_change
5068;вожу на комфорт;tariff_change
5069;таксую на комфорт;tariff_change
5070;подрабатываю на комфорт;tariff_change
5071;зарабатываю на комфорт;tariff_change
5072;работаю в комфорт;tariff_change
5073;функционирую на комфорт;tariff_change
5074;действую на комфорт;tariff_change
5075;оперирую на комфорт;tariff_change
5076;функция комфорт;tariff_change
5077;режим комфорт;tariff_change
5078;класс комфорт;tariff_change
5079;хочу перейти на комфорт плюс;tariff_change
5080;переключи на комфорт плюс;tariff_change
5081;включи комфорт плюс;tariff_change
5082;поставь комфорт плюс;tariff_change
5083;сделай комфорт плюс;tariff_change
5084;выбери комфорт плюс;tariff_change
5085;активируй комфорт плюс;tariff_change
5086;измени на комфорт плюс;tariff_change
5087;поменяй на комфорт плюс;tariff_change
5088;смени на комфорт плюс;tariff_change
5089;переходим на комфорт плюс;tariff_change
5090;давай комфорт плюс;tariff_change
5091;нужен комфорт плюс;tariff_change
5092;хочу комфорт плюс;tariff_change
5093;сменить на комфорт плюс;tariff_change
5094;переключись на комфорт плюс;tariff_change
5095;ставь комфорт плюс;tariff_change
5096;делай комфорт плюс;tariff_change
5097;бери комфорт плюс;tariff_change
5098;включай комфорт плюс;tariff_change
5099;хочу перейти на комфорт+;tariff_change
5100;переключи на комфорт+;tariff_change
5101;включи комфорт+;tariff_change
5102;поставь комфорт+;tariff_change
5103;сделай комфорт+;tariff_change
5104;выбери комфорт+;tariff_change
5105;активируй комфорт+;tariff_change
5106;измени на комфорт+;tariff_change
5107;поменяй на комфорт+;tariff_change
5108;смени на комфорт+;tariff_change
5109;переходим на комфорт+;tariff_change
5110;давай комфорт+;tariff_change
5111;нужен комфорт+;tariff_change
5112;хочу комфорт+;tariff_change
5113;переключи на тариф комфорт плюс;tariff_change
5114;включи тариф комфорт плюс;tariff_change
5115;поставь тариф комфорт плюс;tariff_change
5116;сделай тариф комфорт плюс;tariff_change
5117;выбери тариф комфорт плюс;tariff_change
5118;активируй тариф комфорт плюс;tariff_change
5119;измени тариф на комфорт плюс;tariff_change
5120;поменяй на тариф комфорт плюс;tariff_change
5121;смени тариф на комфорт плюс;tariff_change
5122;переходим на тариф комфорт плюс;tariff_change
5123;давай тариф комфорт плюс;tariff_change
5124;нужен тариф комфорт плюс;tariff_change
5125;хочу тариф комфорт плюс;tariff_change
5126;переключи на тариф комфорт+;tariff_change
5127;включи тариф комфорт+;tariff_change
5128;поставь тариф комфорт+;tariff_change
5129;сделай тариф комфорт+;tariff_change
5130;выбери тариф комфорт+;tariff_change
5131;активируй тариф комфорт+;tariff_change
5132;измени тариф на комфорт+;tariff_change
5133;поменяй на тариф комфорт+;tariff_change
5134;смени тариф на комфорт+;tariff_change
5135;работаю на комфорт плюс;tariff_change
5136;езжу на комфорт плюс;tariff_change
5137;буду на комфорт плюс;tariff_change
5138;хочу работать на комфорт плюс;tariff_change
5139;перехожу на комфорт плюс;tariff_change
5140;меняю на комфорт плюс;tariff_change
5141;выбираю комфорт плюс;tariff_change
5142;беру комфорт плюс;tariff_change
5143;ставлю комфорт плюс;tariff_change
5144;включаю комфорт плюс;tariff_change
5145;активирую комфорт плюс;tariff_change
5146;работаю на комфорт+;tariff_change
5147;езжу на комфорт+;tariff_change
5148;буду на комфорт+;tariff_change
5149;хочу работать на комфорт+;tariff_change
5150;перехожу на комфорт+;tariff_change
5151;меняю на комфорт+;tariff_change
5152;выбираю комфорт+;tariff_change
5153;беру комфорт+;tariff_change
5154;ставлю комфорт+;tariff_change
5155;включаю комфорт+;tariff_change
5156;активирую комфорт+;tariff_change
5157;устанавливаю комфорт плюс;tariff_change
5158;настраиваю комфорт плюс;tariff_change
5159;подключаю комфорт плюс;tariff_change
5160;запускаю комфорт плюс;tariff_change
5161;стартую на комфорт плюс;tariff_change
5162;функция комфорт плюс;tariff_change
5163;режим комфорт плюс;tariff_change
5164;класс комфорт плюс;tariff_change
5165;функция комфорт+;tariff_change
5166;режим комфорт+;tariff_change
5167;класс комфорт+;tariff_change
5168;повысь тариф;tariff_change
5169;подними тариф;tariff_change
5170;увеличь тариф;tariff_change
5171;сделай тариф повыше;tariff_change
5172;переключи тариф повыше;tariff_change
5173;хочу тариф подороже;tariff_change
5174;нужен тариф получше;tariff_change
5175;давай тариф покруче;tariff_change
5176;сделай дороже;tariff_change
5177;подними цену;tariff_change
5178;увеличь стоимость;tariff_change
5179;повысь класс;tariff_change
5180;улучши тариф;tariff_change
5181;на класс выше;tariff_change
5182;дороже хочу;tariff_change
5183;на уровень выше;tariff_change
5184;на ступеньку выше;tariff_change
5185;на шаг выше;tariff_change
5186;чуть повыше;tariff_change
5187;немного повыше;tariff_change
5188;чуть-чуть повыше;tariff_change
5189;слегка повыше;tariff_change
5190;капельку повыше;tariff_change
5191;маленько повыше;tariff_change
5192;тариф повыше сделай;tariff_change
5193;тариф подороже сделай;tariff_change
5194;тариф получше сделай;tariff_change
5195;уровень повыше;tariff_change
5196;класс повыше;tariff_change
5197;режим повыше;tariff_change
5198;поднимись на уровень;tariff_change
5199;поднимись на ступеньку;tariff_change
5200;поднимись на класс;tariff_change
5201;иди выше;tariff_change
5202;лезь выше;tariff_change
5203;поднимайся выше;tariff_change
5204;переходи выше;tariff_change
5205;двигайся выше;tariff_change
5206;сделай повыше тариф;tariff_change
5207;сделай подороже тариф;tariff_change
5208;сделай получше тариф;tariff_change
5209;поменяй на повыше;tariff_change
5210;поменяй на подороже;tariff_change
5211;поменяй на получше;tariff_change
5212;переключи на повыше;tariff_change
5213;переключи на подороже;tariff_change
5214;переключи на получше;tariff_change
5215;включи повыше;tariff_change
5216;включи подороже;tariff_change
5217;включи получше;tariff_change
5218;поставь повыше;tariff_change
5219;поставь подороже;tariff_change
5220;поставь получше;tariff_change
5221;выбери повыше;tariff_change
5222;выбери подороже;tariff_change
5223;выбери получше;tariff_change
5224;активируй повыше;tariff_change
5225;активируй подороже;tariff_change
5226;активируй получше;tariff_change
5227;вверх на тариф;tariff_change
5228;вверх на уровень;tariff_change
5229;вверх на класс;tariff_change
5230;выше уровнем;tariff_change
5231;выше классом;tariff_change
5232;выше тарифом;tariff_change
5233;больше тарифа;tariff_change
5234;круче тарифа;tariff_change
5235;лучше тарифа;tariff_change
5236;понизь тариф;tariff_change
5237;опусти тариф;tariff_change
5238;уменьши тариф;tariff_change
5239;сделай тариф пониже;tariff_change
5240;переключи тариф пониже;tariff_change
5241;хочу тариф подешевле;tariff_change
5242;нужен тариф попроще;tariff_change
5243;давай тариф поскромнее;tariff_change
5244;хочу тариф поэкономнее;tariff_change
5245;сделай подешевле;tariff_change
5246;уменьши стоимость;tariff_change
5247;понизь класс;tariff_change
5248;ухудши тариф;tariff_change
5249;на класс ниже;tariff_change
5250;дешевле нужно;tariff_change
5251;на уровень ниже;tariff_change
5252;на ступеньку ниже;tariff_change
5253;на шаг ниже;tariff_change
5254;чуть пониже;tariff_change
5255;немного пониже;tariff_change
5256;чуть-чуть пониже;tariff_change
5257;слегка пониже;tariff_change
5258;капельку пониже;tariff_change
5259;маленько пониже;tariff_change
5260;тариф пониже сделай;tariff_change
5261;тариф подешевле сделай;tariff_change
5262;тариф попроще сделай;tariff_change
5263;уровень пониже;tariff_change
5264;класс пониже;tariff_change
5265;режим пониже;tariff_change
5266;спустись на уровень;tariff_change
5267;спустись на ступеньку;tariff_change
5268;спустись на класс;tariff_change
5269;иди ниже;tariff_change
5270;слезь ниже;tariff_change
5271;спускайся ниже;tariff_change
5272;переходи ниже;tariff_change
5273;двигайся ниже;tariff_change
5274;сделай пониже тариф;tariff_change
5275;сделай попроще тариф;tariff_change
5276;поменяй на пониже;tariff_change
5277;поменяй на подешевле;tariff_change
5278;поменяй на попроще;tariff_change
5279;переключи на пониже;tariff_change
5280;переключи на подешевле;tariff_change
5281;переключи на попроще;tariff_change
5282;включи пониже;tariff_change
5283;включи подешевле;tariff_change
5284;включи попроще;tariff_change
5285;поставь пониже;tariff_change
5286;поставь подешевле;tariff_change
5287;поставь попроще;tariff_change
5288;выбери пониже;tariff_change
5289;выбери подешевле;tariff_change
5290;выбери попроще;tariff_change
5291;активируй пониже;tariff_change
5292;активируй подешевле;tariff_change
5293;активируй попроще;tariff_change
5294;вниз на тариф;tariff_change
5295;вниз на уровень;tariff_change
5296;вниз на класс;tariff_change
5297;ниже уровнем;tariff_change
5298;ниже классом;tariff_change
5299;ниже тарифом;tariff_change
5300;меньше тарифа;tariff_change
5301;проще тарифа;tariff_change
5302;скромнее тарифа;tariff_change
5303;давай дорогу на невский пр., 28;route
5304;построй путь к арбат, 45;route
5305;как доехать до московский пр., 77;route
5306;покажи дорогу к петровка, 23;route
5307;погнали на лесная, 15;route
5308;проложи дорогу до цветной бульвар, 9;route
5309;построй мне путь к кузнецкий мост, 5;route
5310;как быстрее до лиговский пр., 42;route
5311;давай к новая басманная, 2;route
5312;поставь маршрут на пулковское ш., 35;route
5313;хочу доехать до большая ордынка, 33;route
5314;маршрут до проспект мира, 101;route
5315;проложи к щёлковское шоссе, 14;route
5316;как добраться до адмиралтейский пр., 22;route
5317;вези на садовая, 78;route
5318;отвези на васильевский остров, 5;route
5319;проложи до проспект вернадского, 25;route
5320;путь к охотный ряд, 4;route
5321;давай к комендантский пр., 31;route
5322;маршрут до ленинградский пр-т, 58;route
5323;построй дорогу к полюстровский пр., 21;route
5324;проложи до заморенова, 31;route
5325;как доехать на сущёвская, 11;route
5326;вези на садовая ул., 52;route
5327;путь до рижский проспект, 3;route
5328;хочу к новый арбат, 7;route
5329;давай на лахтинский пр., 15;route
5330;проложи к никольская, 16;route
5331;как добраться до торжковская ул., 8;route
5332;путь до площадь восстания, 10;route
5333;покажи дорогу к ленинская слобода, 9;route
5334;вези на малый козихин, 6;route
5335;проложи к пискарёвский пр., 42;route
5336;как доехать до госпитальный вал, 6;route
5337;путь до большая садовая, 32;route
5338;отведи к дунайский пр., 12;route
5339;построй маршрут к якиманка, 8;route
5340;хочу доехать до мясницкая, 14;route
5341;наведи дорогу на кронверкский пр., 7;route
5342;путь до большой сампсониевский пр., 15;route
5343;покажи дорогу к пятницкая, 44;route
5344;поехали к ходынский бульвар, 5;route
5345;как добраться до малая конюшенная, 6;route
5346;дорога на кронштадтский бульвар, 27;route
5347;наведи маршрут на планетная ул., 5;route
5348;проложи к краснопресненская наб., 18;route
5349;давай на пискарёвка, 33;route
5350;как до лужнецкая наб., 4;route
5351;путь до большая никитская, 23;route
5352;поехали к приморский пр., 15;route
5353;проложи на кутузовский проспект, 10;route
5354;подскажи дорогу до средний пр. во, 17;route
5355;путь до кузнечный пер., 5;route
5356;вези на сретенка, 29;route
5357;построй маршрут к пулковское ш., 35;route
5358;как быстрее к торжковская ул., 8;route
5359;дорога на большая никитская, 23;route
5360;проложи к ленинградский пр-т, 58;route
5361;как до казанская ул., 11;route
5362;вези к лахтинский пр., 15;route
5363;хочу к госпитальный вал, 6;route
5364;покажи путь до планетная ул., 5;route
5365;дорога на лужнецкая наб., 4;route
5366;вези на невский пр., 57;route
5367;как до проспект вернадского, 25;route
5368;путь до фонтанка;route
5369;проложи к парковая, 9;route
5370;хочу до большая ордынка, 33;route
5371;подскажи дорогу к пушкинская, 12;route
5372;маршрут до кузнецкий мост, 5;route
5373;проложи на большой пр., 12;route
5374;дорога до пр-т мира, 101;route
5375;вези к ходынский бульвар, 5;route
5376;как добраться до большой сампсониевский пр., 15;route
5377;путь до дворцовая пл., 2;route
5378;поехали на проспект стачек, 88;route
5379;проложи к октябрьская набережная, 32;route
5380;давай на английская наб., 20;route
5381;наведи маршрут к каменноостровский пр., 40;route
5382;хочу доехать до чкаловский пр., 15;route
5383;путь до литовская, 10;route
5384;вези на марсово поле;route
5385;проложи дорогу до савушкина, 112;route
5386;как до набережная реки мойки, 22;route
5387;путь до большой проспект пс, 74;route
5388;поставь маршрут на инженерная, 7;route
5389;покажи дорогу к суворовский пр., 25;route
5390;вези к обводный канал, 120;route
5391;дорога на галактионовская, 44;route
5392;проложи к космонавтов, 14;route
5393;как быстрее к народная, 3;route
5394;путь до кольский пр., 15;route
5395;хочу к профессора попова, 23;route
5396;давай на лесной пр., 60;route
5397;наведи маршрут на чернышевского, 11;route
5398;поехали к парашютная, 25;route
5399;проложи дорогу до счастливая, 8;route
5400;путь до заневский пр., 30;route
5401;вези на тамбасова, 25;route
5402;как доехать до типанова, 27;route
5403;дорога на рубежная, 4;route
5404;проложи к богатырский пр., 20;route
5405;хочу до кораблестроителей, 32;route
5406;путь до варшавская, 23;route
5407;вези к софийская, 17;route
5408;поставь маршрут на купчинская, 24;route
5409;покажи дорогу к фрунзе, 5;route
5410;проложи к комсомола, 14;route
5411;путь до ленская, 5;route
5412;вези к фучика, 12;route
5413;поставь маршрут на моисеенко, 24;route
5414;покажи дорогу к 10-я красноармейская, 15;route
5415;как доехать до печатника григорьева, 8;route
5416;дорога на таллинская, 20;route
5417;проложи к 5-я советская, 3;route
5418;хочу доехать до гаванская, 39;route
5419;путь до обуховской обороны, 120;route
5420;вези к свердловская наб., 44;route
5421;наведи маршрут на лахтинская, 14;route
5422;погнали на пряжка, 3;route
5423;проложи дорогу до лени голикова, 4;route
5424;как быстрее к юго-западная, 2;route
5425;путь до репищева, 13;route
5426;вези на благодатная, 47;route
5427;дорога на кустодиева, 18;route
5428;проложи к шуваловский пр., 41;route
5429;хочу доехать до александра невского наб., 22;route
5430;путь до 1-я линия во, 16;route
5431;вези к звёздная, 8;route
5432;проложи дорогу до савушкина, 128;route
5433;как доехать до пионерская, 50;route
5434;дорога на мебельная, 25;route
5435;путь до кузнецовская, 30;route
5436;вези к ропшинская, 2;route
5437;поставь маршрут на меньшиковский пр., 3;route
5438;покажи дорогу к 7-я красноармейская, 5;route
5439;как доехать до моховая, 18;route
5440;дорога на выборгская, 7;route
5441;проложи к науки, 25;route
5442;хочу до ильюшина, 13;route
5443;путь до белы куна, 3;route
5444;вези к тамбовская, 15;route
5445;проложи дорогу до наличная, 40;route
5446;как быстрее до кузнецовская, 20;route
5447;дорога на 8-я советская, 10;route
5448;маршрут до лиговский пр., 89;route
5449;поехали к зверинская, 12;route
5450;проложи на петроградская наб., 18;route
5451;хочу доехать до новгородская, 23;route
5452;путь до малодетскосельский пр., 33;route
5453;вези к 13-я линия во, 22;route
5454;наведи маршрут на исполкомская, 16;route
5455;дорога на кирочная, 48;route
5456;проложи к шлиссельбургский пр., 14;route
5457;как доехать до чапаева, 5;route
5458;путь до ушинского, 4;route
5459;вези к шкиперский пр., 10;route
5460;хочу до пролетарская дорога, 2;route
5461;дорога на фарфоровская, 18;route
5462;проложи к парадная, 3;route
5463;путь до стремянная, 15;route
5464;вези на кронверкская, 45;route
5465;как добраться до можайская, 5;route
5466;хочу до большая конюшенная, 19;route
5467;путь до малоохтинский пр., 16;route
5468;проложи дорогу до хлопина, 10;route
5469;вези к литейный пр., 50;route
5470;дорога на корпусная, 9;route
5471;как быстрее к лахтинская, 25;route
5472;путь до грибоедова канал, 108;route
5473;поставь маршрут на гороховая, 26;route
5474;покажи дорогу к рубинштейна, 20;route
5475;проложи к садовая, 12;route
5476;хочу доехать до миллионная, 21;route
5477;дорога на марата, 34;route
5478;путь до фермское ш., 22;route
5479;вези на торфяная дорога, 5;route
5480;наведи маршрут на ламанский пр., 7;route
5481;поехали к сердобольская, 19;route
5482;проложи дорогу до барочная, 6;route
5483;как доехать до наставников, 29;route
5484;путь до караванная, 22;route
5485;вези к лахтинский пр., 80;route
5486;проложи на кантемировская, 35;route
5487;хочу доехать до мартынова наб., 92;route
5488;дорога на старо-петергофский пр., 25;route
5489;путь до малая разночинная, 10;route
5490;вези к академика павлова, 5;route
5491;как быстрее к минеральная, 13;route
5492;дорога на софийская, 60;route
5493;проложи к набережная обводного, 75;route
5494;хочу до уральская, 16;route
5495;путь до казанская, 7;route
5496;вези на стахановцев, 12;route
5497;проложи дорогу до гжатская, 22;route
5498;как доехать до жукова пр., 36;route
5499;дорога на серафимовская, 6;route
5500;путь до аптекарский пр., 20;route
5501;вези к лыжный, 4;route
5502;поставь маршрут на цимбалина, 25;route
5503;покажи дорогу к туристская, 12;route
5504;проложи к типанова, 9;route
5505;дорога на бассейная, 45;route
5506;путь до варшавская, 100;route
5507;вези на трамвайный пр., 15;route
5508;проложи к брянцева, 11;route
5509;ул. тверская, 12;route
5510;невский пр., 28 — давай дорогу;route
5511;арбат, 45;route
5512;московский пр., 77 — маршрут;route
5513;петровка, 23;route
5514;лесная, 15 — поехали;route
5515;казанская ул., 11;route
5516;цветной бульвар, 9 — прокладывай;route
5517;кузнецкий мост, 5;route
5518;лиговский пр., 42 — быстрее;route
5519;новая басманная, 2;route
5520;пулковское ш., 35 — погнали;route
5521;большая ордынка, 33;route
5522;большой пр., 12 — покажи дорогу;route
5523;проспект мира, 101;route
5524;щёлковское шоссе, 14 — поехали;route
5525;адмиралтейский пр., 22;route
5526;садовая, 78 — вези;route
5527;васильевский остров, 5;route
5528;проспект вернадского, 25;route
5529;охотный ряд, 4;route
5530;комендантский пр., 31 — гони;route
5531;ленинградский пр-т, 58;route
5532;полюстровский пр., 21 — маршрут;route
5533;заморенова, 31;route
5534;сущёвская, 11 — как доехать;route
5535;садовая ул., 52;route
5536;рижский проспект, 3 — дорога;route
5537;новый арбат, 7;route
5538;лахтинский пр., 15 — поехали;route
5539;никольская, 16;route
5540;торжковская ул., 8 — быстрее;route
5541;площадь восстания, 10;route
5542;ленинская слобода, 9 — дорога;route
5543;малый козихин, 6;route
5544;пискарёвский пр., 42 — маршрут;route
5545;госпитальный вал, 6;route
5546;большая садовая, 32;route
5547;дунайский пр., 12 — поехали;route
5548;якиманка, 8;route
5549;мясницкая, 14 — гони;route
5550;кронверкский пр., 7;route
5551;большой сампсониевский пр., 15 — дорога;route
5552;пятницкая, 44;route
5553;ходынский бульвар, 5 — маршрут;route
5554;малая конюшенная, 6;route
5555;кронштадтский бульвар, 27;route
5556;планетная ул., 5 — поехали;route
5557;краснопресненская наб., 18;route
5558;пискарёвка, 33;route
5559;лужнецкая наб., 4 — путь;route
5560;большая никитская, 23;route
5561;приморский пр., 15 — давай;route
5562;кутузовский проспект, 10;route
5563;средний пр. во, 17 — маршрут;route
5564;кузнечный пер., 5;route
5565;сретенка, 29 — дорога;route
5566;пулковское ш., 35;route
5567;кораблестроителей, 32;route
5568;варшавская, 23;route
5569;софийская, 17 — поехали;route
5570;купчинская, 24;route
5571;фрунзе, 5 — дорога;route
5572;шпалерная, 56;route
5573;коломяжский пр., 19 — маршрут;route
5574;морская наб., 31;route
5575;алтайская, 12;route
5576;детская, 3 — путь;route
5577;новолитовская, 15;route
5578;дачный пр., 7 — поехали;route
5579;ивана франко, 12;route
5580;караваевская, 6 — дорога;route
5581;пулковская, 2;route
5582;севастьянова, 9 — маршрут;route
5583;марата, 86;route
5584;литовский пр., 64 — путь;route
5585;балканская, 5;route
5586;электросила, 6 — гони;route
5587;херсонская, 12;route
5588;графтио, 2 — дорога;route
5589;будапештская, 31;route
5590;просвещения, 99 — маршрут;route
5591;комсомола, 14;route
5592;ленская, 5 — поехали;route
5593;фучика, 12;route
5594;моисеенко, 24 — путь;route
5595;10-я красноармейская, 15;route
5596;печатника григорьева, 8 — дорога;route
5597;таллинская, 20;route
5598;5-я советская, 3 — маршрут;route
5599;гаванская, 39;route
5600;обуховской обороны, 120 — поехали;route
5601;свердловская наб., 44;route
5602;лахтинская, 14 — путь;route
5603;пряжка, 3;route
5604;лени голикова, 4 — дорога;route
5605;юго-западная, 2;route
5606;репищева, 13 — маршрут;route
5607;благодатная, 47;route
5608;кустодиева, 18 — поехали;route
5609;шуваловский пр., 41;route
5610;александра невского наб., 22 — путь;route
5611;1-я линия во, 16;route
5612;звёздная, 8 — дорога;route
5613;савушкина, 128;route
5614;пионерская, 50 — маршрут;route
5615;мебельная, 25;route
5616;кузнецовская, 30 — поехали;route
5617;ропшинская, 2;route
5618;меньшиковский пр., 3 — путь;route
5619;7-я красноармейская, 5;route
5620;моховая, 18 — дорога;route
5621;выборгская, 7;route
5622;науки, 25 — маршрут;route
5623;ильюшина, 13;route
5624;белы куна, 3 — поехали;route
5625;тамбовская, 15;route
5626;наличная, 40 — путь;route
5627;кузнецовская, 20;route
5628;8-я советская, 10 — дорога;route
5629;лиговский пр., 89;route
5630;зверинская, 12 — маршрут;route
5631;петроградская наб., 18;route
5632;новгородская, 23 — поехали;route
5633;малодетскосельский пр., 33;route
5634;13-я линия во, 22 — путь;route
5635;исполкомская, 16;route
5636;кирочная, 48 — дорога;route
5637;шлиссельбургский пр., 14;route
5638;чапаева, 5 — маршрут;route
5639;ушинского, 4;route
5640;шкиперский пр., 10 — поехали;route
5641;пролетарская дорога, 2;route
5642;фарфоровская, 18 — путь;route
5643;парадная, 3;route
5644;стремянная, 15 — дорога;route
5645;кронверкская, 45;route
5646;можайская, 5 — маршрут;route
5647;большая конюшенная, 19;route
5648;малоохтинский пр., 16 — поехали;route
5649;хлопина, 10;route
5650;литейный пр., 50 — путь;route
5651;корпусная, 9;route
5652;лахтинская, 25 — дорога;route
5653;грибоедова канал, 108;route
5654;гороховая, 26 — маршрут;route
5655;рубинштейна, 20;route
5656;садовая, 12 — поехали;route
5657;миллионная, 21;route
5658;марата, 34 — путь;route
5659;фермское ш., 22;route
5660;торфяная дорога, 5;route
5661;ламанский пр., 7 — дорога;route
5662;сердобольская, 19;route
5663;барочная, 6 — маршрут;route
5664;наставников, 29;route
5665;караванная, 22 — поехали;route
5666;лахтинский пр., 80;route
5667;кантемировская, 35 — путь;route
5668;мартынова наб., 92;route
5669;старо-петергофский пр., 25 — дорога;route
5670;малая разночинная, 10;route
5671;академика павлова, 5 — маршрут;route
5672;минеральная, 13;route
5673;софийская, 60 — поехали;route
5674;набережная обводного, 75;route
5675;уральская, 16;route
5676;казанская, 7 — путь;route
5677;стахановцев, 12;route
5678;гжатская, 22 — дорога;route
5679;жукова пр., 36;route
5680;серафимовская, 6 — маршрут;route
5681;аптекарский пр., 20;route
5682;лыжный, 4 — поехали;route
5683;цимбалина, 25;route
5684;туристская, 12 — путь;route
5685;типанова, 9;route
5686;народного ополчения, 145 — дорога;route
5687;белоостровская, 10;route
5688;крупской, 6 — маршрут;route
5689;железноводская, 68;route
5690;1-я красноармейская, 3 — поехали;route
5691;гельсингфорсская, 2;route
5692;кемская, 5 — путь;route
5693;кухмистерова, 8;route
5694;малый пр. пс, 16 — дорога;route
5695;одоевского, 31;route
5696;доблести, 23 — маршрут;route
5697;гончарная, 15;route
5698;волхонское ш., 9 — поехали;route
5699;новоизмайловский пр., 20;route
5700;кондратьевский пр., 40 — путь;route
5701;ждановская наб., 4;route
5702;мебельная, 2 — дорога;route
5703;кронштадтская, 14;route
5704;щербаков пер., 5 — маршрут;route
5705;бассейная, 45;route
5706;варшавская, 100 — поехали;route
5707;трамвайный пр., 15;route
5708;брянцева, 11 — путь;route
5709;хочу первый;route_choice
5710;давай второй;route_choice
5711;лучше третий;route_choice
5712;маршрут номер один;route_choice
5713;активируй пятый;route_choice
5714;выбери вариант три;route_choice
5715;беру четвертый;route_choice
5716;выберем седьмой;route_choice
5717;поеду по второй;route_choice
5718;мне восьмой;route_choice
5719;нужен девятый;route_choice
5720;подойдет десятый;route_choice
5721;возьмем первый;route_choice
5722;едем по шестой;route_choice
5723;иду по пятый;route_choice
5724;принимаю третий;route_choice
5725;согласен на четвертый;route_choice
5726;выбираю седьмой;route_choice
5727;хочу второй;route_choice
5728;давай восьмой;route_choice
5729;лучше первый;route_choice
5730;маршрут номер девять;route_choice
5731;активируй десятый;route_choice
5732;выбери вариант два;route_choice
5733;беру шестой;route_choice
5734;выберем пятый;route_choice
5735;поеду по четвертый;route_choice
5736;мне третий;route_choice
5737;нужен первый;route_choice
5738;подойдет второй;route_choice
5739;возьмем восьмой;route_choice
5740;едем по девятый;route_choice
5741;иду по седьмой;route_choice
5742;принимаю десятый;route_choice
5743;согласен на шестой;route_choice
5744;выбираю пятый;route_choice
5745;хочу четыре;route_choice
5746;давай три;route_choice
5747;лучше семь;route_choice
5748;маршрут номер восемь;route_choice
5749;активируй первый;route_choice
5750;выбери вариант десять;route_choice
5751;беру второй;route_choice
5752;выберем девятый;route_choice
5753;поеду по шесть;route_choice
5754;мне пятый;route_choice
5755;нужен четвертый;route_choice
5756;подойдет третий;route_choice
5757;возьмем седьмой;route_choice
5758;едем по восьмой;route_choice
5759;иду по десятый;route_choice
5760;принимаю первый;route_choice
5761;согласен на второй;route_choice
5762;выбираю девятый;route_choice
5763;хочу шестой;route_choice
5764;давай пятый;route_choice
5765;лучше четвертый;route_choice
5766;маршрут номер три;route_choice
5767;активируй седьмой;route_choice
5768;выбери вариант восемь;route_choice
5769;беру десятый;route_choice
5770;выберем первый;route_choice
5771;поеду по два;route_choice
5772;мне девятый;route_choice
5773;нужен шестой;route_choice
5774;подойдет пятый;route_choice
5775;возьмем четвертый;route_choice
5776;едем по третий;route_choice
5777;иду по седьмой;route_choice
5778;принимаю восьмой;route_choice
5779;согласен на десятый;route_choice
5780;выбираю первый;route_choice
5781;хочу два;route_choice
5782;давай девять;route_choice
5783;лучше шесть;route_choice
5784;маршрут номер пять;route_choice
5785;активируй четвертый;route_choice
5786;выбери вариант семь;route_choice
5787;беру третий;route_choice
5788;выберем восьмой;route_choice
5789;поеду по десятый;route_choice
5790;мне первый;route_choice
5791;нужен второй;route_choice
5792;подойдет девятый;route_choice
5793;возьмем шестой;route_choice
5794;едем по пятый;route_choice
5795;иду по четвертый;route_choice
5796;принимаю третий;route_choice
5797;согласен на седьмой;route_choice
5798;выбираю восьмой;route_choice
5799;хочу десять;route_choice
5800;давай один;route_choice
5801;лучше два;route_choice
